customer_id,last_order_date,frequency,monetary,recency_days,r_score,f_score,m_score,rfm_combined_score,segment
C03059,2024-08-03,2,321946.53,150,3,3,4,334,Loyal Customers
C04003,2024-08-02,1,48877.34,151,3,1,2,312,Potential Loyalists
C00100,2024-08-02,4,478195.42,151,3,4,4,344,Loyal Customers
C01774,2024-08-02,1,13083.83,151,3,1,1,311,Potential Loyalists
C01015,2024-08-02,1,17002.10,151,3,1,2,312,Potential Loyalists
C00571,2024-08-02,3,458287.42,151,3,4,4,344,Loyal Customers
C03391,2024-08-01,10,1450795.29,152,3,4,5,345,Loyal Customers
C00470,2024-08-01,1,1366.88,152,3,1,1,311,Potential Loyalists
C00099,2024-08-01,1,19602.62,152,3,1,2,312,Potential Loyalists
C02754,2024-08-01,10,1017129.44,152,3,4,4,344,Loyal Customers
C01292,2024-08-01,6,268319.92,152,3,4,3,343,Loyal Customers
C01776,2024-07-31,1,51571.04,153,3,1,2,312,Potential Loyalists
C01904,2024-07-31,7,442649.22,153,3,4,4,344,Loyal Customers
C01299,2024-07-30,1,4056.39,154,3,1,1,311,Potential Loyalists
C00818,2024-07-30,7,675865.41,154,3,4,4,344,Loyal Customers
C00439,2024-07-30,3,48037.23,154,3,4,2,342,Others
C02891,2024-07-30,3,169013.67,154,3,4,3,343,Loyal Customers
C04415,2024-07-30,1,73587.38,154,3,1,2,312,Potential Loyalists
C01726,2024-07-30,1,107974.98,154,3,1,3,313,Potential Loyalists
C00406,2024-07-30,1,65932.25,154,3,1,2,312,Potential Loyalists
C02595,2024-07-29,1,1915.51,155,3,1,1,311,Potential Loyalists
C00404,2024-07-29,4,248581.27,155,3,4,3,343,Loyal Customers
C00852,2024-07-29,4,166715.35,155,3,4,3,343,Loyal Customers
C02120,2024-07-29,1,435838.82,155,3,1,4,314,Others
C04093,2024-07-29,1,6339.99,155,3,1,1,311,Potential Loyalists
C02246,2024-07-28,7,470573.33,156,3,4,4,344,Loyal Customers
C01902,2024-07-28,4,256879.42,156,3,4,3,343,Loyal Customers
C01494,2024-07-28,1,157383.57,156,3,1,3,313,Potential Loyalists
C02162,2024-07-28,5,445557.60,156,3,4,4,344,Loyal Customers
C01700,2024-07-27,1,6012.70,157,3,1,1,311,Potential Loyalists
C00991,2024-07-27,1,85003.69,157,3,1,2,312,Potential Loyalists
C00244,2024-07-27,3,769279.58,157,3,4,4,344,Loyal Customers
C02874,2024-07-27,3,114953.60,157,3,4,3,343,Loyal Customers
C01395,2024-07-27,3,316587.18,157,3,4,4,344,Loyal Customers
C01209,2024-07-26,5,230742.97,158,3,4,3,343,Loyal Customers
C03956,2024-07-26,2,40378.06,158,3,3,2,332,Potential Loyalists
C01735,2024-07-26,4,270765.06,158,3,4,3,343,Loyal Customers
C03754,2024-07-26,1,7795.63,158,3,1,1,311,Potential Loyalists
C02473,2024-07-26,3,615002.70,158,3,4,4,344,Loyal Customers
C01216,2024-07-25,4,140316.34,159,3,4,3,343,Loyal Customers
C01429,2024-07-25,1,366794.78,159,3,1,4,314,Others
C04907,2024-07-25,1,5714.37,159,3,1,1,311,Potential Loyalists
C04482,2024-07-25,1,120949.90,159,3,1,3,313,Potential Loyalists
C03714,2024-07-25,2,30456.15,159,3,3,2,332,Potential Loyalists
C04848,2024-07-25,1,59726.09,159,3,1,2,312,Potential Loyalists
C00125,2024-07-25,1,13823.96,159,3,1,2,312,Potential Loyalists
C03822,2024-07-24,1,251240.28,160,3,1,3,313,Potential Loyalists
C01694,2024-07-24,1,6435.24,160,3,1,1,311,Potential Loyalists
C04169,2024-07-24,2,487660.82,160,3,3,4,334,Loyal Customers
C01083,2024-07-24,1,64644.14,160,3,1,2,312,Potential Loyalists
C02254,2024-07-24,1,636882.63,160,3,1,4,314,Others
C02478,2024-07-24,4,480162.89,160,3,4,4,344,Loyal Customers
C02796,2024-07-23,4,1105031.10,161,3,4,4,344,Loyal Customers
C01145,2024-07-23,8,529496.78,161,3,4,4,344,Loyal Customers
C01307,2024-07-23,1,103433.41,161,3,1,3,313,Potential Loyalists
C04444,2024-07-23,9,467721.73,161,3,4,4,344,Loyal Customers
C02944,2024-07-22,1,2070.96,162,3,1,1,311,Potential Loyalists
C00254,2024-07-22,1,8197.83,162,3,1,1,311,Potential Loyalists
C02472,2024-07-22,2,25159.74,162,3,3,2,332,Potential Loyalists
C01025,2024-07-21,1,6799.25,163,3,1,1,311,Potential Loyalists
C01239,2024-07-21,5,259244.02,163,3,4,3,343,Loyal Customers
C03690,2024-07-21,3,44378.84,163,3,4,2,342,Others
C04321,2024-07-21,2,30324.57,163,3,3,2,332,Potential Loyalists
C00269,2024-07-20,12,1814378.44,164,3,4,5,345,Loyal Customers
C04866,2024-07-20,1,124000.92,164,3,1,3,313,Potential Loyalists
C03408,2024-07-20,1,93400.52,164,3,1,3,313,Potential Loyalists
C03608,2024-07-20,1,77373.22,164,3,1,2,312,Potential Loyalists
C01116,2024-07-20,1,214138.08,164,3,1,3,313,Potential Loyalists
C00202,2024-07-20,1,28280.42,164,3,1,2,312,Potential Loyalists
C01147,2024-07-20,4,138593.77,164,3,4,3,343,Loyal Customers
C03128,2024-07-19,1,210231.03,165,3,1,3,313,Potential Loyalists
C02989,2024-07-19,2,364963.35,165,3,3,4,334,Loyal Customers
C02132,2024-07-19,1,13901.14,165,3,1,2,312,Potential Loyalists
C00456,2024-07-18,1,26921.83,166,3,1,2,312,Potential Loyalists
C03189,2024-07-18,1,168852.57,166,3,1,3,313,Potential Loyalists
C03586,2024-07-18,3,99926.62,166,3,4,3,343,Loyal Customers
C04026,2024-07-18,4,990273.70,166,3,4,4,344,Loyal Customers
C00895,2024-07-18,1,3914.40,166,3,1,1,311,Potential Loyalists
C01244,2024-07-18,9,417646.73,166,3,4,4,344,Loyal Customers
C02582,2024-07-17,1,14980.27,167,3,1,2,312,Potential Loyalists
C02795,2024-07-17,1,89361.97,167,3,1,2,312,Potential Loyalists
C00090,2024-07-17,8,390308.50,167,3,4,4,344,Loyal Customers
C04992,2024-07-17,2,153446.90,167,3,3,3,333,Loyal Customers
C01466,2024-07-17,1,322765.86,167,3,1,4,314,Others
C04713,2024-07-17,2,27959.18,167,3,3,2,332,Potential Loyalists
C03934,2024-07-16,1,62789.20,168,3,1,2,312,Potential Loyalists
C04843,2024-07-16,1,21249.50,168,3,1,2,312,Potential Loyalists
C00944,2024-07-16,1,113332.49,168,3,1,3,313,Potential Loyalists
C04569,2024-07-16,3,34097.62,168,3,4,2,342,Others
C00566,2024-07-16,4,173535.59,168,3,4,3,343,Loyal Customers
C03259,2024-07-16,2,81789.57,168,3,3,2,332,Potential Loyalists
C02275,2024-07-16,9,607773.39,168,3,4,4,344,Loyal Customers
C03721,2024-07-16,23,2183857.92,168,3,5,5,355,Loyal Customers
C04402,2024-07-16,3,1416039.53,168,3,4,5,345,Loyal Customers
C04657,2024-07-16,4,501178.74,168,3,4,4,344,Loyal Customers
C00354,2024-07-16,5,261018.59,168,3,4,3,343,Loyal Customers
C03181,2024-07-16,1,6777.89,168,3,1,1,311,Potential Loyalists
C00102,2024-07-16,1,119646.43,168,3,1,3,313,Potential Loyalists
C04464,2024-07-15,3,170922.55,169,3,4,3,343,Loyal Customers
C02854,2024-07-15,1,8366.97,169,3,1,1,311,Potential Loyalists
C04624,2024-07-15,1,25425.66,169,3,1,2,312,Potential Loyalists
C03215,2024-07-15,3,28259.31,169,3,4,2,342,Others
C01328,2024-07-15,1,150011.63,169,3,1,3,313,Potential Loyalists
C01283,2024-07-15,5,242582.08,169,3,4,3,343,Loyal Customers
C03813,2024-07-15,7,1625564.10,169,3,4,5,345,Loyal Customers
C04553,2024-07-14,3,802938.46,170,3,4,4,344,Loyal Customers
C00163,2024-07-14,2,407618.24,170,3,3,4,334,Loyal Customers
C03100,2024-07-14,1,46925.11,170,3,1,2,312,Potential Loyalists
C03954,2024-07-14,1,62335.21,170,3,1,2,312,Potential Loyalists
C02009,2024-07-13,1,43765.56,171,3,1,2,312,Potential Loyalists
C00200,2024-07-13,3,100619.45,171,3,4,3,343,Loyal Customers
C00227,2024-07-13,2,130832.69,171,3,3,3,333,Loyal Customers
C00039,2024-07-13,1,14032.80,171,3,1,2,312,Potential Loyalists
C02351,2024-07-13,6,752859.49,171,3,4,4,344,Loyal Customers
C01146,2024-07-12,1,2602.82,172,3,1,1,311,Potential Loyalists
C04078,2024-07-12,3,20094.28,172,3,4,2,342,Others
C04853,2024-07-11,3,638395.39,173,3,4,4,344,Loyal Customers
C00752,2024-07-11,1,8860.84,173,3,1,1,311,Potential Loyalists
C04192,2024-07-11,1,113803.07,173,3,1,3,313,Potential Loyalists
C02682,2024-07-11,3,424095.66,173,3,4,4,344,Loyal Customers
C03692,2024-07-11,1,109265.58,173,3,1,3,313,Potential Loyalists
C01268,2024-07-10,1,99099.04,174,3,1,3,313,Potential Loyalists
C01357,2024-07-10,1,12382.10,174,3,1,1,311,Potential Loyalists
C01905,2024-07-10,2,10288.94,174,3,3,1,331,Potential Loyalists
C03821,2024-07-10,1,12964.08,174,3,1,1,311,Potential Loyalists
C04143,2024-07-10,1,13035.92,174,3,1,1,311,Potential Loyalists
C00749,2024-07-10,1,308876.71,174,3,1,3,313,Potential Loyalists
C02959,2024-07-10,4,339788.15,174,3,4,4,344,Loyal Customers
C00973,2024-07-10,1,3411.90,174,3,1,1,311,Potential Loyalists
C02520,2024-07-10,13,1109670.23,174,3,5,4,354,Loyal Customers
C02023,2024-07-09,1,4585.25,175,3,1,1,311,Potential Loyalists
C04226,2024-07-09,4,71649.75,175,3,4,2,342,Others
C02600,2024-07-09,4,38075.15,175,3,4,2,342,Others
C00123,2024-07-09,3,32686.28,175,3,4,2,342,Others
C02878,2024-07-08,4,738994.69,176,3,4,4,344,Loyal Customers
C03180,2024-07-08,1,16548.74,176,3,1,2,312,Potential Loyalists
C04489,2024-07-08,6,386382.43,176,3,4,4,344,Loyal Customers
C02571,2024-07-07,4,220436.33,177,3,4,3,343,Loyal Customers
C04938,2024-07-07,1,42569.34,177,3,1,2,312,Potential Loyalists
C02013,2024-07-07,1,1915.26,177,3,1,1,311,Potential Loyalists
C00947,2024-07-07,1,77716.98,177,3,1,2,312,Potential Loyalists
C02979,2024-07-07,9,417971.24,177,3,4,4,344,Loyal Customers
C02969,2024-07-07,2,14965.50,177,3,3,2,332,Potential Loyalists
C03362,2024-07-06,3,220635.59,178,3,4,3,343,Loyal Customers
C02046,2024-07-06,1,6002.13,178,3,1,1,311,Potential Loyalists
C04923,2024-07-06,1,498789.12,178,3,1,4,314,Others
C00715,2024-07-06,1,4183.25,178,3,1,1,311,Potential Loyalists
C01020,2024-07-06,1,1703.00,178,3,1,1,311,Potential Loyalists
C00021,2024-07-05,1,499123.97,179,3,1,4,314,Others
C00576,2024-07-05,1,2621.11,179,3,1,1,311,Potential Loyalists
C02141,2024-07-05,5,560000.71,179,3,4,4,344,Loyal Customers
C04075,2024-07-05,3,149287.15,179,3,4,3,343,Loyal Customers
C02138,2024-07-04,4,248059.44,180,3,4,3,343,Loyal Customers
C03808,2024-07-04,1,49268.06,180,3,1,2,312,Potential Loyalists
C00909,2024-07-04,1,1919.75,180,3,1,1,311,Potential Loyalists
C00066,2024-07-03,1,67368.34,181,3,1,2,312,Potential Loyalists
C03426,2024-07-03,1,8366.31,181,3,1,1,311,Potential Loyalists
C00095,2024-07-03,2,164178.23,181,3,3,3,333,Loyal Customers
C00546,2024-07-03,1,560370.88,181,3,1,4,314,Others
C00118,2024-07-02,2,71060.97,182,3,3,2,332,Potential Loyalists
C00505,2024-07-02,1,164785.40,182,3,1,3,313,Potential Loyalists
C00459,2024-07-02,4,152517.19,182,3,4,3,343,Loyal Customers
C01151,2024-07-02,1,6173.55,182,3,1,1,311,Potential Loyalists
C02468,2024-07-02,4,251826.38,182,3,4,3,343,Loyal Customers
C04044,2024-07-02,4,371687.93,182,3,4,4,344,Loyal Customers
C01161,2024-07-01,1,21245.33,183,3,1,2,312,Potential Loyalists
C00218,2024-07-01,1,7751.10,183,3,1,1,311,Potential Loyalists
C03882,2024-07-01,1,2234.63,183,3,1,1,311,Potential Loyalists
C03892,2024-07-01,1,49788.99,183,3,1,2,312,Potential Loyalists
C02410,2024-07-01,1,4400.06,183,3,1,1,311,Potential Loyalists
C02828,2024-07-01,3,205097.01,183,3,4,3,343,Loyal Customers
C01001,2024-06-30,1,255030.70,184,3,1,3,313,Potential Loyalists
C01853,2024-06-30,3,84584.48,184,3,4,2,342,Others
C02459,2024-06-30,1,33367.08,184,3,1,2,312,Potential Loyalists
C02047,2024-06-30,1,30612.31,184,3,1,2,312,Potential Loyalists
C04964,2024-06-29,6,274375.42,185,3,4,3,343,Loyal Customers
C04744,2024-06-29,1,11303.07,185,3,1,1,311,Potential Loyalists
C02144,2024-06-29,2,41863.18,185,3,3,2,332,Potential Loyalists
C03268,2024-06-29,1,10404.58,185,3,1,1,311,Potential Loyalists
C01760,2024-06-29,1,217665.87,185,3,1,3,313,Potential Loyalists
C00684,2024-06-29,1,13580.62,185,3,1,1,311,Potential Loyalists
C04701,2024-06-29,1,27605.96,185,3,1,2,312,Potential Loyalists
C04672,2024-06-29,1,783.54,185,3,1,1,311,Potential Loyalists
C02699,2024-06-29,7,792600.32,185,3,4,4,344,Loyal Customers
C02211,2024-06-29,1,10432.02,185,3,1,1,311,Potential Loyalists
C00743,2024-06-28,1,33320.17,186,3,1,2,312,Potential Loyalists
C00303,2024-06-28,6,585382.94,186,3,4,4,344,Loyal Customers
C02250,2024-06-28,12,1864043.04,186,3,4,5,345,Loyal Customers
C03836,2024-06-28,1,175150.96,186,3,1,3,313,Potential Loyalists
C01773,2024-06-27,1,85.93,187,3,1,1,311,Potential Loyalists
C00297,2024-06-27,1,116711.63,187,3,1,3,313,Potential Loyalists
C00921,2024-06-26,1,52911.45,188,3,3,2,332,Potential Loyalists
C04116,2024-06-26,1,4003.92,188,3,3,1,331,Potential Loyalists
C02973,2024-06-26,1,154887.25,188,3,3,3,333,Loyal Customers
C03191,2024-06-26,1,33017.08,188,3,3,2,332,Potential Loyalists
C04280,2024-06-25,7,952815.33,189,3,4,4,344,Loyal Customers
C01261,2024-06-25,1,435100.28,189,3,3,4,334,Loyal Customers
C01954,2024-06-25,1,104.36,189,3,3,1,331,Potential Loyalists
C04032,2024-06-24,3,19466.14,190,3,4,2,342,Others
C01410,2024-06-24,7,1692599.19,190,3,4,5,345,Loyal Customers
C02374,2024-06-23,1,95068.92,191,3,3,3,333,Loyal Customers
C03991,2024-06-23,8,767985.01,191,3,4,4,344,Loyal Customers
C01304,2024-06-23,8,442362.25,191,3,4,4,344,Loyal Customers
C01419,2024-06-23,3,641971.96,191,3,4,4,344,Loyal Customers
C03388,2024-06-23,1,141006.95,191,3,3,3,333,Loyal Customers
C04301,2024-06-23,4,511499.55,191,3,4,4,344,Loyal Customers
C03011,2024-06-22,4,816469.19,192,3,4,4,344,Loyal Customers
C00810,2024-06-22,3,748052.75,192,3,4,4,344,Loyal Customers
C00945,2024-06-22,4,232842.52,192,3,4,3,343,Loyal Customers
C02627,2024-06-22,1,6246.11,192,3,3,1,331,Potential Loyalists
C04142,2024-06-22,3,359390.25,192,3,4,4,344,Loyal Customers
C00376,2024-06-21,1,6011.25,193,3,3,1,331,Potential Loyalists
C04111,2024-06-21,1,177603.04,193,3,3,3,333,Loyal Customers
C04601,2024-06-21,3,50919.43,193,3,4,2,342,Others
C01477,2024-06-20,1,129998.38,194,3,3,3,333,Loyal Customers
C02343,2024-06-20,1,118125.81,194,3,3,3,333,Loyal Customers
C03613,2024-06-20,1,35147.15,194,3,3,2,332,Potential Loyalists
C03233,2024-06-20,4,610324.30,194,3,4,4,344,Loyal Customers
C00413,2024-06-20,2,205867.29,194,3,3,3,333,Loyal Customers
C02498,2024-06-20,1,11863.21,194,3,3,1,331,Potential Loyalists
C00495,2024-06-20,1,4486.34,194,3,3,1,331,Potential Loyalists
C00175,2024-06-19,1,653444.74,195,3,3,4,334,Loyal Customers
C01108,2024-06-19,1,5132.37,195,3,3,1,331,Potential Loyalists
C03200,2024-06-19,1,4564.77,195,3,3,1,331,Potential Loyalists
C02224,2024-06-18,8,829272.59,196,3,4,4,344,Loyal Customers
C02831,2024-06-18,1,97123.56,196,3,3,3,333,Loyal Customers
C02152,2024-06-18,2,108193.24,196,3,3,3,333,Loyal Customers
C01332,2024-06-18,1,7886.85,196,3,3,1,331,Potential Loyalists
C04496,2024-06-18,1,6230.03,196,3,3,1,331,Potential Loyalists
C00805,2024-06-18,1,2444.97,196,3,3,1,331,Potential Loyalists
C04864,2024-06-18,1,96489.69,196,3,3,3,333,Loyal Customers
C04819,2024-06-17,1,4551.13,197,3,3,1,331,Potential Loyalists
C04484,2024-06-17,4,112181.13,197,3,4,3,343,Loyal Customers
C02189,2024-06-17,2,139665.69,197,3,3,3,333,Loyal Customers
C03975,2024-06-16,5,608313.28,198,3,4,4,344,Loyal Customers
C00207,2024-06-16,3,40173.04,198,3,4,2,342,Others
C04359,2024-06-15,1,71507.56,199,3,3,2,332,Potential Loyalists
C01521,2024-06-15,1,126136.67,199,3,3,3,333,Loyal Customers
C02913,2024-06-15,1,40008.24,199,3,3,2,332,Potential Loyalists
C04374,2024-06-15,4,569646.71,199,3,4,4,344,Loyal Customers
C02930,2024-06-15,1,5875.65,199,3,3,1,331,Potential Loyalists
C03177,2024-06-15,3,621389.63,199,3,4,4,344,Loyal Customers
C04160,2024-06-14,1,124465.57,200,3,3,3,333,Loyal Customers
C00201,2024-06-14,1,244215.06,200,3,3,3,333,Loyal Customers
C03996,2024-06-14,1,6748.60,200,3,3,1,331,Potential Loyalists
C04759,2024-06-14,3,104337.53,200,3,4,3,343,Loyal Customers
C03287,2024-06-13,1,13690.40,201,3,3,1,331,Potential Loyalists
C01741,2024-06-13,2,108287.37,201,3,3,3,333,Loyal Customers
C02030,2024-06-13,1,105537.68,201,3,3,3,333,Loyal Customers
C04230,2024-06-13,1,13800.91,201,3,3,2,332,Potential Loyalists
C00649,2024-06-13,1,82962.70,201,3,3,2,332,Potential Loyalists
C04216,2024-06-12,1,53386.94,202,3,3,2,332,Potential Loyalists
C00787,2024-06-12,1,184.14,202,3,3,1,331,Potential Loyalists
C04362,2024-06-12,1,20169.98,202,3,3,2,332,Potential Loyalists
C00700,2024-06-12,1,164732.53,202,3,3,3,333,Loyal Customers
C02202,2024-06-12,18,1873368.99,202,3,5,5,355,Loyal Customers
C01892,2024-06-12,1,7710.00,202,3,3,1,331,Potential Loyalists
C02121,2024-06-11,1,27717.04,203,3,3,2,332,Potential Loyalists
C00390,2024-06-11,1,168649.22,203,3,3,3,333,Loyal Customers
C00708,2024-06-10,2,103328.23,204,3,3,3,333,Loyal Customers
C02306,2024-06-09,1,310924.90,205,3,3,3,333,Loyal Customers
C02933,2024-06-08,1,78917.63,206,3,3,2,332,Potential Loyalists
C01538,2024-06-08,7,872202.62,206,3,4,4,344,Loyal Customers
C02091,2024-06-08,1,91384.99,206,3,3,3,333,Loyal Customers
C01034,2024-06-07,3,696846.93,207,3,4,4,344,Loyal Customers
C01982,2024-06-07,6,427173.85,207,3,4,4,344,Loyal Customers
C02864,2024-06-07,15,2703211.40,207,3,5,5,355,Loyal Customers
C04963,2024-06-07,4,125050.31,207,3,4,3,343,Loyal Customers
C02637,2024-06-07,1,8658.35,207,3,3,1,331,Potential Loyalists
C04114,2024-06-07,4,142216.33,207,3,4,3,343,Loyal Customers
C01160,2024-06-06,4,168410.28,208,3,4,3,343,Loyal Customers
C00005,2024-06-06,1,44313.49,208,3,3,2,332,Potential Loyalists
C00824,2024-06-06,1,4148.86,208,3,3,1,331,Potential Loyalists
C04735,2024-06-06,6,628038.78,208,3,4,4,344,Loyal Customers
C04937,2024-06-05,3,37505.45,209,3,4,2,342,Others
C02443,2024-06-05,1,73676.46,209,3,3,2,332,Potential Loyalists
C04888,2024-06-05,4,83244.45,209,3,4,2,342,Others
C00982,2024-06-04,1,25739.21,210,3,3,2,332,Potential Loyalists
C01861,2024-06-04,1,170984.50,210,3,3,3,333,Loyal Customers
C04309,2024-06-04,4,122114.11,210,3,4,3,343,Loyal Customers
C04437,2024-06-03,4,724854.83,211,3,4,4,344,Loyal Customers
C00257,2024-06-03,1,40322.78,211,3,3,2,332,Potential Loyalists
C00880,2024-06-03,9,411452.06,211,3,4,4,344,Loyal Customers
C03157,2024-06-03,1,1097920.90,211,3,3,4,334,Loyal Customers
C03224,2024-06-02,3,1108050.81,212,3,4,4,344,Loyal Customers
C02692,2024-06-02,9,1392323.59,212,3,4,5,345,Loyal Customers
C00386,2024-06-02,2,69904.57,212,3,3,2,332,Potential Loyalists
C02106,2024-06-02,1,87618.30,212,3,3,2,332,Potential Loyalists
C01779,2024-06-01,6,392299.12,213,3,4,4,344,Loyal Customers
C00846,2024-06-01,1,7386.19,213,3,3,1,331,Potential Loyalists
C03750,2024-05-31,4,695933.50,214,3,4,4,344,Loyal Customers
C00088,2024-05-31,1,4918.44,214,3,3,1,331,Potential Loyalists
C00276,2024-05-31,1,582111.87,214,3,3,4,334,Loyal Customers
C01557,2024-05-31,4,816523.21,214,3,4,4,344,Loyal Customers
C01621,2024-05-31,1,87269.81,214,3,3,2,332,Potential Loyalists
C02385,2024-05-30,1,634.29,215,3,3,1,331,Potential Loyalists
C01091,2024-05-30,6,1277773.12,215,3,4,5,345,Loyal Customers
C00573,2024-05-30,3,212006.61,215,3,4,3,343,Loyal Customers
C00338,2024-05-30,2,7762.84,215,3,3,1,331,Potential Loyalists
C03419,2024-05-30,4,952897.85,215,3,4,4,344,Loyal Customers
C04372,2024-05-30,1,520323.14,215,3,3,4,334,Loyal Customers
C04306,2024-05-29,2,170976.70,216,3,3,3,333,Loyal Customers
C04196,2024-05-29,1,38774.24,216,3,3,2,332,Potential Loyalists
C02861,2024-05-29,1,492472.07,216,3,3,4,334,Loyal Customers
C03785,2024-05-29,1,236499.63,216,3,3,3,333,Loyal Customers
C03299,2024-05-29,3,591648.68,216,3,4,4,344,Loyal Customers
C00939,2024-05-29,6,99873.43,216,3,4,3,343,Loyal Customers
C02263,2024-05-28,1,46586.52,217,3,3,2,332,Potential Loyalists
C01639,2024-05-28,3,311898.08,217,3,4,4,344,Loyal Customers
C01163,2024-05-28,1,100904.95,217,3,3,3,333,Loyal Customers
C03094,2024-05-28,3,119694.92,217,3,4,3,343,Loyal Customers
C02584,2024-05-28,3,130086.97,217,3,4,3,343,Loyal Customers
C01376,2024-05-27,1,626712.74,218,3,3,4,334,Loyal Customers
C03151,2024-05-27,1,4966.45,218,3,3,1,331,Potential Loyalists
C02542,2024-05-27,1,642842.87,218,3,3,4,334,Loyal Customers
C02820,2024-05-27,4,549699.91,218,3,4,4,344,Loyal Customers
C04060,2024-05-27,2,72566.27,218,3,3,2,332,Potential Loyalists
C00139,2024-05-27,3,511530.72,218,3,4,4,344,Loyal Customers
C04685,2024-05-27,4,581967.09,218,3,4,4,344,Loyal Customers
C04181,2024-05-26,2,62488.26,219,3,3,2,332,Potential Loyalists
C03588,2024-05-26,1,1684.44,219,3,3,1,331,Potential Loyalists
C03492,2024-05-26,1,50837.26,219,3,3,2,332,Potential Loyalists
C00453,2024-05-26,1,96620.89,219,3,3,3,333,Loyal Customers
C00907,2024-05-25,1,4839.26,220,3,3,1,331,Potential Loyalists
C02870,2024-05-25,1,523382.09,220,3,3,4,334,Loyal Customers
C04738,2024-05-25,4,92083.32,220,3,4,3,343,Loyal Customers
C02902,2024-05-25,2,850071.32,220,3,3,4,334,Loyal Customers
C03127,2024-05-25,2,35029.28,220,3,3,2,332,Potential Loyalists
C04199,2024-05-25,1,22457.73,220,3,3,2,332,Potential Loyalists
C04189,2024-05-25,1,12625.71,220,3,3,1,331,Potential Loyalists
C02747,2024-05-25,3,147085.56,220,3,4,3,343,Loyal Customers
C01227,2024-05-24,1,23107.40,221,3,3,2,332,Potential Loyalists
C04071,2024-05-24,5,632834.01,221,3,4,4,344,Loyal Customers
C01407,2024-05-24,1,6344.36,221,3,3,1,331,Potential Loyalists
C02658,2024-05-24,1,29780.52,221,3,3,2,332,Potential Loyalists
C02350,2024-05-23,1,114244.06,222,3,3,3,333,Loyal Customers
C03178,2024-05-23,1,3147.40,222,3,3,1,331,Potential Loyalists
C00897,2024-05-23,1,93310.93,222,3,3,3,333,Loyal Customers
C01432,2024-05-23,7,1772594.34,222,3,4,5,345,Loyal Customers
C02220,2024-05-23,2,8889.88,222,3,3,1,331,Potential Loyalists
C02908,2024-05-22,1,9849.99,223,3,3,1,331,Potential Loyalists
C02347,2024-05-22,1,98.83,223,3,3,1,331,Potential Loyalists
C00539,2024-05-22,2,162336.05,223,3,3,3,333,Loyal Customers
C01192,2024-05-22,2,24413.53,223,3,3,2,332,Potential Loyalists
C01880,2024-05-22,1,63813.15,223,3,3,2,332,Potential Loyalists
C00679,2024-05-21,1,240790.75,224,3,3,3,333,Loyal Customers
C04385,2024-05-21,1,46219.71,224,3,3,2,332,Potential Loyalists
C00630,2024-05-21,1,8829.92,224,3,3,1,331,Potential Loyalists
C00781,2024-05-21,1,5557.30,224,3,3,1,331,Potential Loyalists
C03133,2024-05-21,1,6310.80,224,3,3,1,331,Potential Loyalists
C00022,2024-05-20,1,11433.09,225,3,3,1,331,Potential Loyalists
C00874,2024-05-20,1,25300.61,225,3,3,2,332,Potential Loyalists
C00392,2024-05-19,5,392812.77,226,3,4,4,344,Loyal Customers
C04341,2024-05-19,10,1037984.46,226,3,4,4,344,Loyal Customers
C00878,2024-05-18,1,1369020.08,227,3,3,5,335,Loyal Customers
C03909,2024-05-18,3,313503.61,227,3,4,4,344,Loyal Customers
C02615,2024-05-18,3,74650.98,227,3,4,2,342,Others
C00173,2024-05-18,1,46217.76,227,3,3,2,332,Potential Loyalists
C00345,2024-05-18,2,411031.58,227,3,3,4,334,Loyal Customers
C04894,2024-05-17,1,3252.44,228,3,3,1,331,Potential Loyalists
C01893,2024-05-17,3,154335.83,228,3,4,3,343,Loyal Customers
C01021,2024-05-17,1,246020.16,228,3,3,3,333,Loyal Customers
C01259,2024-05-16,3,294608.16,229,3,4,3,343,Loyal Customers
C02590,2024-05-16,1,47075.29,229,3,3,2,332,Potential Loyalists
C04425,2024-05-16,1,167213.79,229,3,3,3,333,Loyal Customers
C02058,2024-05-15,1,3542.84,230,3,3,1,331,Potential Loyalists
C04264,2024-05-15,1,31725.96,230,3,3,2,332,Potential Loyalists
C04098,2024-05-14,2,376934.31,231,3,3,4,334,Loyal Customers
C01808,2024-05-14,1,682741.77,231,3,3,4,334,Loyal Customers
C00585,2024-05-13,2,41089.01,232,3,3,2,332,Potential Loyalists
C03913,2024-05-13,1,659005.56,232,3,3,4,334,Loyal Customers
C03543,2024-05-13,3,636939.71,232,3,4,4,344,Loyal Customers
C00784,2024-05-13,1,38538.86,232,3,3,2,332,Potential Loyalists
C04936,2024-05-12,1,10956.65,233,3,3,1,331,Potential Loyalists
C04262,2024-05-12,1,88492.93,233,3,3,2,332,Potential Loyalists
C02129,2024-05-12,1,7492.55,233,3,3,1,331,Potential Loyalists
C03121,2024-05-12,1,333511.11,233,3,3,4,334,Loyal Customers
C00731,2024-05-11,1,33459.85,234,3,3,2,332,Potential Loyalists
C00074,2024-05-11,1,23134.24,234,3,3,2,332,Potential Loyalists
C01377,2024-05-11,1,23077.38,234,3,3,2,332,Potential Loyalists
C01087,2024-05-11,1,5816.26,234,3,3,1,331,Potential Loyalists
C02245,2024-05-11,1,159449.44,234,3,3,3,333,Loyal Customers
C04447,2024-05-11,4,139075.23,234,3,4,3,343,Loyal Customers
C02616,2024-05-10,1,87384.30,235,3,3,2,332,Potential Loyalists
C03944,2024-05-10,1,492014.49,235,3,3,4,334,Loyal Customers
